prdt_type,brand,milestone,cust_segment,target_group,campaign_month,selected_qty,mailed_count,response_count,response_sales_amt
Prdt-1,E,21 Months,CLRecall21LeasedControl,Control,5,318,318,10,1821.41
Prdt-1,E,24 Months,CLRecall24-Employed,Targeted,5,1461,1461,43,10314.37
Prdt-1,E,24 Months,CLRecall24-EmployedControl,Control,5,162,162,8,1115.38
Prdt-1,E,24 Months,CLRecall24Leased,Targeted,5,2605,2605,80,13566.87
Prdt-1,E,24 Months,CLRecall24LeasedControl,Control,5,289,289,11,1862.9
Prdt-1,E,27 Months,CLRecall27-Employed,Targeted,5,1432,1432,34,5732.92
Prdt-1,E,27 Months,CLRecall27-EmployedControl,Control,5,159,159,6,1091.6
Prdt-1,E,27 Months,CLRecall27Leased,Targeted,5,3186,3186,57,9648.7
Prdt-1,E,27 Months,CLRecall27LeasedControl,Control,5,354,354,9,1082.09
Prdt-1,E,12 Months,CLRecall12-Employed,Targeted,4,1854,1854,176,36760.42
Prdt-1,E,12 Months,CLRecall12-EmployedControl,Control,4,206,206,17,2908.94
Prdt-1,E,12 Months,CLRecall12LeasedControl,Control,4,353,353,27,4651.37
Prdt-1,E,12 Months,CLRecall12Leaseded,Targeted,4,3092,3092,277,49996.51
Prdt-1,E,15 Months,CLRecall15-Employed,Targeted,4,1530,1530,93,17774.25
Prdt-1,E,15 Months,CLRecall15-EmployedControl,Control,4,170,170,4,298.49
Prdt-1,E,15 Months,CLRecall15LeasedControl,Control,4,379,379,18,3195.85
Prdt-1,E,15 Months,CLRecall15Leaseded,Targeted,4,3325,3325,177,28545.61
Prdt-1,E,18 Months,CLRecall18-Employed,Targeted,4,949,949,52,9520.45
Prdt-1,E,18 Months,CLRecall18-EmployedControl,Control,4,105,105,6,1923.24
Prdt-1,E,18 Months,CLRecall18LeasedControl,Control,4,185,185,6,500.35
Prdt-1,E,18 Months,CLRecall18Leaseded,Targeted,4,1581,1581,61,10945.5
Prdt-1,E,21 Months,CLRecall21-Employed,Targeted,4,1390,1390,57,13050.6
Prdt-1,E,21 Months,CLRecall21-EmployedControl,Control,4,154,154,8,2569.67
Prdt-1,E,21 Months,CLRecall21LeasedControl,Control,4,340,340,4,487.32
Prdt-1,E,21 Months,CLRecall21Leaseded,Targeted,4,2975,2975,95,15067.19
Prdt-1,E,24 Months,CLRecall24-Employed,Targeted,4,1246,1246,44,9251.37
Prdt-1,E,24 Months,CLRecall24-EmployedControl,Control,4,138,138,5,1678.32
Prdt-1,E,24 Months,CLRecall24LeasedControl,Control,4,256,256,7,940.29
Prdt-1,E,24 Months,CLRecall24Leaseded,Targeted,4,2228,2228,65,11065.04
Prdt-1,E,27 Months,CLRecall27-Employed,Targeted,4,1296,1296,33,7104.25
Prdt-1,E,27 Months,CLRecall27-EmployedControl,Control,4,144,144,0,0.0
Prdt-1,E,27 Months,CLRecall27LeasedControl,Control,4,328,328,6,854.72
Prdt-1,E,27 Months,CLRecall27Leaseded,Targeted,4,2867,2867,73,11579.0
Prdt-1,E,12 Months,Recall-CG,Control,10,4464,379,24,4037.93
Prdt-1,E,12 Months,Recall-CG,Control,10,3486,219,16,3631.28
Prdt-1,E,12 Months,Recall-TG,Targeted,10,31449,2011,204,42750.99
Prdt-1,E,12 Months,Recall-TG,Targeted,10,60369,3342,276,47590.08
Prdt-1,E,15 Months,Recall-CG,Control,10,1162,220,10,2696.63
Prdt-1,E,15 Months,Recall-CG,Control,10,2232,487,15,1737.21
Prdt-1,E,15 Months,Recall-TG,Targeted,10,10483,1973,122,24032.83
Prdt-1,E,15 Months,Recall-TG,Targeted,10,20123,4286,218,36158.44
Prdt-1,E,18 Months,Recall-CG,Control,10,2232,317,8,913.08
Prdt-1,E,18 Months,Recall-CG,Control,10,1162,201,7,902.75
Prdt-1,E,18 Months,Recall-TG,Targeted,10,10483,1717,78,16225.54
Prdt-1,E,18 Months,Recall-TG,Targeted,10,20123,2811,89,15260.53
Prdt-1,E,21 Months,Recall-CG,Control,10,1162,209,2,250.2
Prdt-1,E,21 Months,Recall-CG,Control,10,2232,458,14,2554.77
Prdt-1,E,21 Months,Recall-TG,Targeted,10,20123,4071,108,15225.58
Prdt-1,E,21 Months,Recall-TG,Targeted,10,20966,1844,46,9178.47
Prdt-1,E,24 Months,Recall-CG,Control,10,1162,137,4,1034.98
Prdt-1,E,24 Months,Recall-CG,Control,10,2232,229,4,581.5
Prdt-1,E,24 Months,Recall-TG,Targeted,10,20123,2322,58,9323.11
Prdt-1,E,24 Months,Recall-TG,Targeted,10,20966,1332,38,7715.57
Prdt-1,E,27 Months,Recall-CG,Control,10,2324,176,3,730.38
Prdt-1,E,27 Months,Recall-CG,Control,10,2232,362,6,1376.69
Prdt-1,E,27 Months,Recall-TG,Targeted,10,31449,1590,21,4217.64
Prdt-1,E,27 Months,Recall-TG,Targeted,10,20123,3275,61,9395.14
Prdt-1,E,12 Months,CL Recall Leased-CG,Control,9,6420,398,45,8406.98
Prdt-1,E,12 Months,CL Recall Leased-CG,Control,9,11445,471,82,14121.55
Prdt-1,E,12 Months,CL Recall Leased-TG,Targeted,9,57828,3793,428,76028.81
Prdt-1,E,12 Months,CL Recall Leased-TG,Targeted,9,82480,4039,672,116173.38
Prdt-1,E,12 Months,-Recall Employed CL-CG,Control,9,6245,268,45,9087.93
Prdt-1,E,12 Months,-Recall Employed CL-CG,Control,9,4728,252,42,8158.08
Prdt-1,E,12 Months,-Recall Employed CL-TG,Targeted,9,53285,2302,285,58538.41
Prdt-1,E,12 Months,-Recall Employed CL-TG,Targeted,9,56290,2370,426,92768.42
Prdt-1,E,15 Months,CL Recall Leased-CG,Control,9,2289,428,1,623.2
Prdt-1,E,15 Months,CL Recall Leased-CG,Control,9,2140,412,8,1921.71
Prdt-1,E,15 Months,CL Recall Leased-TG,Targeted,9,20620,4196,19,3468.52
Prdt-1,E,15 Months,CL Recall Leased-TG,Targeted,9,19276,3850,122,21773.82
Prdt-1,E,15 Months,-Recall Employed CL-CG,Control,9,1182,225,8,1530.4
Prdt-1,E,15 Months,-Recall Employed CL-CG,Control,9,1249,222,4,411.4
Prdt-1,E,15 Months,-Recall Employed CL-TG,Targeted,9,10657,1860,91,18562.88
Prdt-1,E,15 Months,-Recall Employed CL-TG,Targeted,9,11258,2001,34,3333.81
Prdt-1,E,18 Months,CL Recall Leased-CG,Control,9,2289,391,2,326.21
Prdt-1,E,18 Months,CL Recall Leased-CG,Control,9,2140,336,11,1711.2
Prdt-1,E,18 Months,CL Recall Leased-TG,Targeted,9,19276,2962,93,16798.99
Prdt-1,E,18 Months,CL Recall Leased-TG,Targeted,9,20620,3251,19,2924.78
Prdt-1,E,18 Months,-Recall Employed CL-CG,Control,9,1249,229,5,446.0
Prdt-1,E,18 Months,-Recall Employed CL-CG,Control,9,1182,200,3,722.35
Prdt-1,E,18 Months,-Recall Employed CL-TG,Targeted,9,10657,1743,56,11230.98
Prdt-1,E,18 Months,-Recall Employed CL-TG,Targeted,9,11258,2019,24,3177.36
Prdt-1,E,21 Months,CL Recall Leased-CG,Control,9,2140,372,13,2077.59
Prdt-1,E,21 Months,CL Recall Leased-CG,Control,9,2289,396,4,967.98
Prdt-1,E,21 Months,CL Recall Leased-TG,Targeted,9,19276,3219,72,11941.16
Prdt-1,E,21 Months,CL Recall Leased-TG,Targeted,9,20620,3350,14,3003.97
Prdt-1,E,21 Months,-Recall Employed CL-CG,Control,9,1249,174,2,297.95
Prdt-1,E,21 Months,-Recall Employed CL-CG,Control,9,1182,168,3,685.1
Prdt-1,E,21 Months,-Recall Employed CL-TG,Targeted,9,11258,1661,13,1105.01
Prdt-1,E,21 Months,-Recall Employed CL-TG,Targeted,9,10657,1525,40,7445.06
Prdt-1,E,24 Months,CL Recall Leased-CG,Control,9,2289,233,2,171.6
Prdt-1,E,24 Months,CL Recall Leased-CG,Control,9,2140,281,6,1249.46
Prdt-1,E,24 Months,CL Recall Leased-TG,Targeted,9,19276,2554,31,4444.6
Prdt-1,E,24 Months,CL Recall Leased-TG,Targeted,9,20620,2473,7,1042.43
Prdt-1,E,24 Months,-Recall Employed CL-CG,Control,9,1249,177,0,0.0
Prdt-1,E,24 Months,-Recall Employed CL-CG,Control,9,1182,168,3,705.22
Prdt-1,E,24 Months,-Recall Employed CL-TG,Targeted,9,10657,1590,38,6260.19
Prdt-1,E,24 Months,-Recall Employed CL-TG,Targeted,9,11258,1496,18,2198.74
Prdt-1,E,27 Months,CL Recall Leased-CG,Control,9,2140,341,2,215.1
Prdt-1,E,27 Months,CL Recall Leased-CG,Control,9,2289,370,3,578.2
Prdt-1,E,27 Months,CL Recall Leased-TG,Targeted,9,19276,2883,32,5316.25
Prdt-1,E,27 Months,CL Recall Leased-TG,Targeted,9,20620,3296,15,1680.01
Prdt-1,E,27 Months,-Recall Employed CL-CG,Control,9,1249,179,0,0.0
Prdt-1,E,27 Months,-Recall Employed CL-CG,Control,9,1182,169,6,819.35
Prdt-1,E,27 Months,-Recall Employed CL-TG,Targeted,9,31971,1622,33,6483.83
Prdt-1,E,27 Months,-Recall Employed CL-TG,Targeted,9,45032,1696,9,955.54
Prdt-2,B,12 Months,EGRecallMV12,Targeted,7,6979,6979,211,60136.13
Prdt-2,B,12 Months,EGRecallMV12CA,Targeted,7,671,671,14,2897.33
Prdt-2,B,12 Months,EGRecallMV12CAControl,Control,7,74,74,2,883.23
Prdt-2,B,12 Months,EGRecallMV12Control,Control,7,775,775,20,5228.58
Prdt-2,B,12 Months,EGRecallMV12TXNV,Targeted,7,927,927,25,10397.17
Prdt-2,B,12 Months,EGRecallMV12TXNVControl,Control,7,103,103,0,0.0
Prdt-2,B,12 Months,EGRecallSV12,Targeted,7,10407,10407,387,79188.29
Prdt-2,B,12 Months,EGRecallSV12Control,Control,7,1156,1156,43,7813.66
Prdt-2,B,12 Months,EGRecallSV12TXNVCA,Targeted,7,2800,2800,86,16621.44
Prdt-2,B,12 Months,EGRecallSV12TXNVCAControl,Control,7,311,311,13,2475.39
Prdt-2,B,15 Months,EGRecallMV14,Targeted,7,4611,4611,102,31891.75
Prdt-2,B,15 Months,EGRecallMV14CA,Targeted,7,371,371,12,3095.89
Prdt-2,B,15 Months,EGRecallMV14CAControl,Control,7,41,41,2,479.92
Prdt-2,B,15 Months,EGRecallMV14Control,Control,7,512,512,10,4379.69
Prdt-2,B,15 Months,EGRecallMV14TXNV,Targeted,7,620,620,13,3792.55
Prdt-2,B,15 Months,EGRecallMV14TXNVControl,Control,7,69,69,2,189.99
Prdt-2,B,15 Months,EGRecallSV14,Targeted,7,6376,6376,197,42788.65
Prdt-2,B,15 Months,EGRecallSV14Control,Control,7,709,709,17,3934.91
Prdt-2,B,15 Months,EGRecallSV14TXNVCA,Targeted,7,1559,1559,36,7670.47
Prdt-2,B,15 Months,EGRecallSV14TXNVCAControl,Control,7,173,173,5,843.38
Prdt-2,B,18 Months,EGRecallMV16,Targeted,7,5159,5159,116,35057.75
Prdt-2,B,18 Months,EGRecallMV16CA,Targeted,7,352,352,9,1783.57
Prdt-2,B,18 Months,EGRecallMV16CAControl,Control,7,39,39,0,0.0
Prdt-2,B,18 Months,EGRecallMV16Control,Control,7,573,573,10,3609.61
Prdt-2,B,18 Months,EGRecallMV16TXNV,Targeted,7,618,618,18,3838.22
Prdt-2,B,18 Months,EGRecallMV16TXNVControl,Control,7,69,69,1,158.0
Prdt-2,B,18 Months,EGRecallMV18,Targeted,7,5510,5510,95,31809.77
Prdt-2,B,18 Months,EGRecallMV18CA,Targeted,7,329,329,11,1960.87
Prdt-2,B,18 Months,EGRecallMV18CAControl,Control,7,37,37,1,168.0
Prdt-2,B,18 Months,EGRecallMV18Control,Control,7,613,613,10,4636.79
Prdt-2,B,18 Months,EGRecallMV18TXNV,Targeted,7,713,713,15,4910.46
Prdt-2,B,18 Months,EGRecallMV18TXNVControl,Control,7,79,79,0,0.0
Prdt-2,B,18 Months,EGRecallSV16,Targeted,7,7188,7188,175,35284.37
Prdt-2,B,18 Months,EGRecallSV16Control,Control,7,799,799,17,4361.94
Prdt-2,B,18 Months,EGRecallSV16TXNVCA,Targeted,7,1563,1563,35,5298.28
Prdt-2,B,18 Months,EGRecallSV16TXNVCAControl,Control,7,174,174,1,353.26
Prdt-2,B,18 Months,EGRecallSV18,Targeted,7,8189,8189,177,35457.43
Prdt-2,B,18 Months,EGRecallSV18Control,Control,7,910,910,18,3759.18
Prdt-2,B,18 Months,EGRecallSV18TXNVCA,Targeted,7,1922,1922,41,6689.39
Prdt-2,B,18 Months,EGRecallSV18TXNVCAControl,Control,7,213,213,2,466.11
Prdt-2,B,21 Months,EGRecallMV20,Targeted,7,2924,2924,53,19277.49
Prdt-2,B,21 Months,EGRecallMV20CA,Targeted,7,131,131,2,454.98
Prdt-2,B,21 Months,EGRecallMV20CAControl,Control,7,14,14,0,0.0
Prdt-2,B,21 Months,EGRecallMV20Control,Control,7,325,325,9,2541.06
Prdt-2,B,21 Months,EGRecallMV20TXNV,Targeted,7,368,368,6,1942.47
Prdt-2,B,21 Months,EGRecallMV20TXNVControl,Control,7,41,41,0,0.0
Prdt-2,B,21 Months,EGRecallSV20,Targeted,7,4379,4379,105,19699.6
Prdt-2,B,21 Months,EGRecallSV20Control,Control,7,486,486,8,1454.19
Prdt-2,B,21 Months,EGRecallSV20TXNVCA,Targeted,7,865,865,15,2029.99
Prdt-2,B,21 Months,EGRecallSV20TXNVCAControl,Control,7,96,96,3,466.85
Prdt-2,B,24 Months,EGRecallMV22,Targeted,7,4936,4936,108,28333.03
Prdt-2,B,24 Months,EGRecallMV22CA,Targeted,7,248,248,2,1045.49
Prdt-2,B,24 Months,EGRecallMV22CAControl,Control,7,28,28,0,0.0
Prdt-2,B,24 Months,EGRecallMV22Control,Control,7,548,548,12,3407.78
Prdt-2,B,24 Months,EGRecallMV22TXNV,Targeted,7,680,680,13,4211.25
Prdt-2,B,24 Months,EGRecallMV22TXNVControl,Control,7,75,75,2,278.65
Prdt-2,B,24 Months,EGRecallMV24,Targeted,7,5120,5120,108,37590.36
Prdt-2,B,24 Months,EGRecallMV24CA,Targeted,7,252,252,2,659.68
Prdt-2,B,24 Months,EGRecallMV24CAControl,Control,7,28,28,0,0.0
Prdt-2,B,24 Months,EGRecallMV24Control,Control,7,569,569,18,5310.47
Prdt-2,B,24 Months,EGRecallMV24TXNV,Targeted,7,637,637,12,3662.14
Prdt-2,B,24 Months,EGRecallMV24TXNVControl,Control,7,71,71,3,1114.89
Prdt-2,B,24 Months,EGRecallSV22,Targeted,7,6843,6843,152,32213.76
Prdt-2,B,24 Months,EGRecallSV22Control,Control,7,761,761,10,2323.32
Prdt-2,B,24 Months,EGRecallSV22TXNVCA,Targeted,7,1478,1478,29,5317.67
Prdt-2,B,24 Months,EGRecallSV22TXNVCAControl,Control,7,164,164,6,820.8
Prdt-2,B,24 Months,EGRecallSV24,Targeted,7,7626,7626,189,36590.23
Prdt-2,B,24 Months,EGRecallSV24Control,Control,7,848,848,15,3339.76
Prdt-2,B,24 Months,EGRecallSV24TXNVCA,Targeted,7,1559,1559,36,6129.46
Prdt-2,B,24 Months,EGRecallSV24TXNVCAControl,Control,7,173,173,5,1091.52
Prdt-2,B,27 Months,EGRecallMV26,Targeted,7,4672,4672,113,38206.49
Prdt-2,B,27 Months,EGRecallMV26CA,Targeted,7,149,149,2,454.01
Prdt-2,B,27 Months,EGRecallMV26CAControl,Control,7,16,16,0,0.0
Prdt-2,B,27 Months,EGRecallMV26Control,Control,7,519,519,9,2488.25
Prdt-2,B,27 Months,EGRecallMV26TXNV,Targeted,7,556,556,10,2453.84
Prdt-2,B,27 Months,EGRecallMV26TXNVControl,Control,7,62,62,0,0.0
Prdt-2,B,27 Months,EGRecallSV26,Targeted,7,6348,6348,133,26226.18
Prdt-2,B,27 Months,EGRecallSV26Control,Control,7,705,705,15,2724.7
Prdt-2,B,27 Months,EGRecallSV26TXNVCA,Targeted,7,1154,1154,19,3759.28
Prdt-2,B,27 Months,EGRecallSV26TXNVCAControl,Control,7,128,128,2,589.88
Prdt-2,B,27 Months,EGW_Pre_RecallEM,Targeted,7,24066,24066,457,52457.25
Prdt-2,B,27 Months,EGW_Pre_RecallEM_Control,Control,7,1267,1267,28,4730.39
Prdt-2,B,12 Months,NVIPC640-Recall-CG,Control,11,4944,345,26,4991.96
Prdt-2,B,12 Months,NVIPC640-Recall-TG,Targeted,11,44596,3426,256,50290.75
Prdt-2,B,12 Months,NVIPC644-Recall-CG,Control,11,974,145,13,4789.01
Prdt-2,B,12 Months,NVIPC644-Recall-TG,Targeted,11,17558,1575,138,51256.94
Prdt-2,B,12 Months,NVIPC645-Recall-CG,Control,11,1000,155,13,4168.01
Prdt-2,B,12 Months,NVIPC645-Recall-TG,Targeted,11,18032,1466,153,51326.98
Prdt-2,B,12 Months,NVIPC646-Recall-CG,Control,11,1470,92,5,1508.56
Prdt-2,B,12 Months,NVIPC646-Recall-TG,Targeted,11,13258,880,39,10863.74
Prdt-2,B,12 Months,NVIPC647-Recall-CG,Control,11,439,61,3,961.85
Prdt-2,B,12 Months,NVIPC647-Recall-TG,Targeted,11,7944,660,34,10295.91
Prdt-2,B,12 Months,NVIPC650-Recall-CG,Control,11,3784,278,23,5416.61
Prdt-2,B,12 Months,NVIPC650-Recall-TG,Targeted,11,34130,2677,217,46095.77
Prdt-2,B,12 Months,NVIPC651-Recall-CG,Control,11,3886,333,7,1086.49
Prdt-2,B,12 Months,NVIPC651-Recall-TG,Targeted,11,35008,2673,141,30606.04
Prdt-2,B,15 Months,NVIPC640-Recall-CG,Control,11,2472,314,8,2197.41
Prdt-2,B,15 Months,NVIPC640-Recall-TG,Targeted,11,22298,2879,124,25521.7
Prdt-2,B,15 Months,NVIPC644-Recall-CG,Control,11,974,110,5,2174.91
Prdt-2,B,15 Months,NVIPC644-Recall-TG,Targeted,11,8779,1228,40,10706.05
Prdt-2,B,15 Months,NVIPC645-Recall-CG,Control,11,1000,137,4,1227.97
Prdt-2,B,15 Months,NVIPC645-Recall-TG,Targeted,11,9016,1165,39,10495.1
Prdt-2,B,15 Months,NVIPC646-Recall-CG,Control,11,735,94,4,779.2
Prdt-2,B,15 Months,NVIPC646-Recall-TG,Targeted,11,6629,853,23,6394.31
Prdt-2,B,15 Months,NVIPC647-Recall-CG,Control,11,439,68,1,360.5
Prdt-2,B,15 Months,NVIPC647-Recall-TG,Targeted,11,3972,626,12,3391.49
Prdt-2,B,15 Months,NVIPC650-Recall-CG,Control,11,1892,234,14,2999.47
Prdt-2,B,15 Months,NVIPC650-Recall-TG,Targeted,11,17065,2100,83,17103.78
Prdt-2,B,15 Months,NVIPC651-Recall-CG,Control,11,1943,269,5,736.37
Prdt-2,B,15 Months,NVIPC651-Recall-TG,Targeted,11,17504,2466,70,13799.47
Prdt-2,B,18 Months,NVIPC640-Recall-CG,Control,11,2472,270,8,2079.35
Prdt-2,B,18 Months,NVIPC640-Recall-CG,Control,11,2472,418,19,3136.61
Prdt-2,B,18 Months,NVIPC640-Recall-TG,Targeted,11,22298,2295,66,13919.23
Prdt-2,B,18 Months,NVIPC640-Recall-TG,Targeted,11,22298,3440,128,29158.65
Prdt-2,B,18 Months,NVIPC644-Recall-CG,Control,11,974,151,4,1251.8
Prdt-2,B,18 Months,NVIPC644-Recall-CG,Control,11,974,131,1,164.0
Prdt-2,B,18 Months,NVIPC644-Recall-TG,Targeted,11,8779,1173,33,11383.46
Prdt-2,B,18 Months,NVIPC644-Recall-TG,Targeted,11,8779,1016,40,13509.31
Prdt-2,B,18 Months,NVIPC645-Recall-CG,Control,11,1000,112,5,1211.65
Prdt-2,B,18 Months,NVIPC645-Recall-CG,Control,11,1000,130,6,2330.05
Prdt-2,B,18 Months,NVIPC645-Recall-TG,Targeted,11,9016,1249,40,12151.25
Prdt-2,B,18 Months,NVIPC645-Recall-TG,Targeted,11,9016,1031,26,7388.53
Prdt-2,B,18 Months,NVIPC646-Recall-CG,Control,11,735,111,1,214.97
Prdt-2,B,18 Months,NVIPC646-Recall-CG,Control,11,735,97,1,259.97
Prdt-2,B,18 Months,NVIPC646-Recall-TG,Targeted,11,6629,785,19,6479.93
Prdt-2,B,18 Months,NVIPC646-Recall-TG,Targeted,11,6629,941,25,7072.86
Prdt-2,B,18 Months,NVIPC647-Recall-CG,Control,11,439,75,1,408.3
Prdt-2,B,18 Months,NVIPC647-Recall-CG,Control,11,439,68,2,741.93
Prdt-2,B,18 Months,NVIPC647-Recall-TG,Targeted,11,3972,484,18,5008.14
Prdt-2,B,18 Months,NVIPC647-Recall-TG,Targeted,11,3972,716,9,1379.25
Prdt-2,B,18 Months,NVIPC650-Recall-CG,Control,11,1892,292,12,2433.8
Prdt-2,B,18 Months,NVIPC650-Recall-CG,Control,11,1892,222,5,581.07
Prdt-2,B,18 Months,NVIPC650-Recall-TG,Targeted,11,17065,1897,59,12635.31
Prdt-2,B,18 Months,NVIPC650-Recall-TG,Targeted,11,17065,2601,98,19200.91
Prdt-2,B,18 Months,NVIPC651-Recall-CG,Control,11,1943,296,6,1160.86
Prdt-2,B,18 Months,NVIPC651-Recall-CG,Control,11,1943,221,4,727.42
Prdt-2,B,18 Months,NVIPC651-Recall-TG,Targeted,11,17504,1937,51,10128.94
Prdt-2,B,18 Months,NVIPC651-Recall-TG,Targeted,11,17504,2869,70,15436.04
Prdt-2,B,21 Months,NVIPC640-Recall-CG,Control,11,2472,300,12,3228.22
Prdt-2,B,21 Months,NVIPC640-Recall-TG,Targeted,11,22298,2761,79,17808.63
Prdt-2,B,21 Months,NVIPC644-Recall-CG,Control,11,974,121,2,160.0
Prdt-2,B,21 Months,NVIPC644-Recall-TG,Targeted,11,8779,1035,27,8303.63
Prdt-2,B,21 Months,NVIPC645-Recall-CG,Control,11,1000,102,1,664.95
Prdt-2,B,21 Months,NVIPC645-Recall-TG,Targeted,11,9016,1087,39,11851.67
Prdt-2,B,21 Months,NVIPC646-Recall-CG,Control,11,735,87,2,973.97
Prdt-2,B,21 Months,NVIPC646-Recall-TG,Targeted,11,6629,799,17,5482.14
Prdt-2,B,21 Months,NVIPC647-Recall-CG,Control,11,439,60,3,662.22
Prdt-2,B,21 Months,NVIPC647-Recall-TG,Targeted,11,3972,490,16,4608.8
Prdt-2,B,21 Months,NVIPC650-Recall-CG,Control,11,1892,255,6,1230.77
Prdt-2,B,21 Months,NVIPC650-Recall-TG,Targeted,11,17065,2057,69,16765.57
Prdt-2,B,21 Months,NVIPC651-Recall-CG,Control,11,1943,212,6,944.4
Prdt-2,B,21 Months,NVIPC651-Recall-TG,Targeted,11,17504,2033,43,8680.29
Prdt-2,B,24 Months,NVIPC640-Recall-CG,Control,11,2472,341,13,2855.65
Prdt-2,B,24 Months,NVIPC640-Recall-CG,Control,11,2472,261,13,3066.14
Prdt-2,B,24 Months,NVIPC640-Recall-TG,Targeted,11,22298,3126,85,18427.81
Prdt-2,B,24 Months,NVIPC640-Recall-TG,Targeted,11,22298,2263,99,24249.3
Prdt-2,B,24 Months,NVIPC644-Recall-CG,Control,11,974,106,2,364.9
Prdt-2,B,24 Months,NVIPC644-Recall-CG,Control,11,974,110,4,1413.4
Prdt-2,B,24 Months,NVIPC644-Recall-TG,Targeted,11,8779,959,61,19400.71
Prdt-2,B,24 Months,NVIPC644-Recall-TG,Targeted,11,8779,928,40,11880.23
Prdt-2,B,24 Months,NVIPC645-Recall-CG,Control,11,1000,126,4,1222.45
Prdt-2,B,24 Months,NVIPC645-Recall-CG,Control,11,1000,128,2,785.87
Prdt-2,B,24 Months,NVIPC645-Recall-TG,Targeted,11,9016,1026,57,20805.87
Prdt-2,B,24 Months,NVIPC645-Recall-TG,Targeted,11,9016,1116,39,13101.4
Prdt-2,B,24 Months,NVIPC646-Recall-CG,Control,11,735,88,4,1410.23
Prdt-2,B,24 Months,NVIPC646-Recall-CG,Control,11,735,82,0,0.0
Prdt-2,B,24 Months,NVIPC646-Recall-TG,Targeted,11,6629,682,29,11186.26
Prdt-2,B,24 Months,NVIPC646-Recall-TG,Targeted,11,6629,947,9,2182.8
Prdt-2,B,24 Months,NVIPC647-Recall-CG,Control,11,439,33,1,99.14
Prdt-2,B,24 Months,NVIPC647-Recall-CG,Control,11,439,46,1,973.85
Prdt-2,B,24 Months,NVIPC647-Recall-TG,Targeted,11,3972,261,9,1805.36
Prdt-2,B,24 Months,NVIPC647-Recall-TG,Targeted,11,3972,445,5,531.95
Prdt-2,B,24 Months,NVIPC650-Recall-CG,Control,11,1892,233,6,1622.61
Prdt-2,B,24 Months,NVIPC650-Recall-CG,Control,11,1892,198,7,1303.09
Prdt-2,B,24 Months,NVIPC650-Recall-TG,Targeted,11,17065,1761,62,15935.58
Prdt-2,B,24 Months,NVIPC650-Recall-TG,Targeted,11,17065,2326,77,18267.15
Prdt-2,B,24 Months,NVIPC651-Recall-CG,Control,11,1943,282,4,654.73
Prdt-2,B,24 Months,NVIPC651-Recall-CG,Control,11,1943,147,4,765.09
Prdt-2,B,24 Months,NVIPC651-Recall-TG,Targeted,11,17504,2490,51,10256.17
Prdt-2,B,24 Months,NVIPC651-Recall-TG,Targeted,11,17504,1458,38,8027.5
Prdt-2,B,27 Months,NVIPC640-Recall-CG,Control,11,2472,223,5,1133.89
Prdt-2,B,27 Months,NVIPC640-Recall-TG,Targeted,11,22298,2095,58,13278.97
Prdt-2,B,27 Months,NVIPC644-Recall-CG,Control,11,974,100,1,465.96
Prdt-2,B,27 Months,NVIPC644-Recall-TG,Targeted,11,8779,852,24,8085.37
Prdt-2,B,27 Months,NVIPC645-Recall-CG,Control,11,1000,110,1,193.97
Prdt-2,B,27 Months,NVIPC645-Recall-TG,Targeted,11,9016,863,30,10174.45
Prdt-2,B,27 Months,NVIPC646-Recall-CG,Control,11,735,84,3,73.53
Prdt-2,B,27 Months,NVIPC646-Recall-TG,Targeted,11,6629,729,12,3835.82
Prdt-2,B,27 Months,NVIPC647-Recall-CG,Control,11,439,28,0,0.0
Prdt-2,B,27 Months,NVIPC647-Recall-TG,Targeted,11,3972,277,4,1489.57
Prdt-2,B,27 Months,NVIPC650-Recall-CG,Control,11,1892,180,6,1508.85
Prdt-2,B,27 Months,NVIPC650-Recall-TG,Targeted,11,17065,1633,51,12349.31
Prdt-2,B,27 Months,NVIPC651-Recall-CG,Control,11,1943,183,0,0.0
Prdt-2,B,27 Months,NVIPC651-Recall-TG,Targeted,11,17504,1565,33,6725.8
Prdt-2,B,12 Months,NVIPC640-Recall-CG,Control,0,4034,296,20,3801.93
Prdt-2,B,12 Months,NVIPC640-Recall-TG,Targeted,0,36350,2933,228,45456.87
Prdt-2,B,12 Months,NVIPC644-Recall-CG,Control,0,2896,248,12,4497.74
Prdt-2,B,12 Months,NVIPC644-Recall-TG,Targeted,0,26098,2153,133,45105.7
Prdt-2,B,12 Months,NVIPC645-Recall-CG,Control,0,2948,201,6,2345.18
Prdt-2,B,12 Months,NVIPC645-Recall-TG,Targeted,0,26560,2180,151,40349.01
Prdt-2,B,12 Months,NVIPC646-Recall-CG,Control,0,358,57,2,721.38
Prdt-2,B,12 Months,NVIPC646-Recall-TG,Targeted,0,6470,489,29,10182.79
Prdt-2,B,12 Months,NVIPC647-Recall-CG,Control,0,458,41,1,371.42
Prdt-2,B,12 Months,NVIPC647-Recall-TG,Targeted,0,4154,295,15,5785.05
Prdt-2,B,12 Months,NVIPC650-Recall-CG,Control,0,3638,289,17,3383.67
Prdt-2,B,12 Months,NVIPC650-Recall-TG,Targeted,0,32780,2675,152,32212.36
Prdt-2,B,12 Months,NVIPC651-Recall-CG,Control,0,1798,139,11,1790.74
Prdt-2,B,12 Months,NVIPC651-Recall-TG,Targeted,0,16212,1288,67,11884.77
